album,total_m,m_comments,m_ratio,total_comments,m_per_comment,m_per_comment_l95,m_per_l95_rank,Primary Genre
Porcupine-Tree-The-Sky-Moves-Sideways,0,0,NaN,277,0,0,401,Progressive Rock
Primordial-The-Gathering-Wilderness,0,0,NaN,114,0,0,401,Black Metal
Primordial-To-the-Nameless-Dead,1,1,1,307,0.003257328990228013,0,401,Black Metal
Propagandhi-Potemkin-City-Limits,0,0,NaN,53,0,0,401,Punk
Propagandhi-Supporting-Caste,0,0,NaN,505,0,0,401,Punk
Propagandhi-Todays-Empires-Tomorrows-Ashes,0,0,NaN,63,0,0,401,Punk
Protest-the-Hero-Fortress,0,0,NaN,3133,0,0,401,Progressive Metal
Protest-the-Hero-Fortress-Instrumental,0,0,NaN,215,0,0,401,Progressive Metal
Psycroptic-The-Scepter-of-the-Ancients,1,1,1,151,0.006622516556291391,0,401,Death Metal
Quo-Vadis-Defiant-Imagination,0,0,NaN,78,0,0,401,Melodic Death Metal
Rage-Against-the-Machine-Live-at-the-Grand-Olympic-Auditorium-DVD,0,0,NaN,40,0,0,401,Metal
Rainbow-Rising,1,1,1,31,0.03225806451612903,0,401,Hard Rock
Rainbow-Ritchie-Blackmores-Rainbow,0,0,NaN,86,0,0,401,Hard Rock
Rhapsody-of-Fire-Power-of-the-Dragonflame,0,0,NaN,23,0,0,401,Power Metal
Riverside-Out-of-Myself,0,0,NaN,170,0,0,401,Progressive Rock
Rosetta-A-Determinism-of-Morality,1,1,1,1336,7.485029940119761e-4,0,401,Post Metal
Rosetta-Wake-Lift,0,0,NaN,297,0,0,401,Post Metal
Rotten-Sound-Exit,0,0,NaN,50,0,0,401,Grind
Satyricon-Nemesis-Divina,1,1,1,129,0.007751937984496124,0,401,Black Metal
Savatage-Gutter-Ballet,0,0,NaN,74,0,0,401,Heavy Metal
Savatage-The-Hall-of-the-Mountain-King,0,0,NaN,87,0,0,401,Heavy Metal
Saxon-Wheels-of-Steel,0,0,NaN,19,0,0,401,Heavy Metal
Scale-the-Summit-The-Collective,0,0,NaN,110,0,0,401,Progressive Metal
Scorpions-Blackout,0,0,NaN,63,0,0,401,Hard Rock
Scorpions-Lovedrive,0,0,NaN,70,0,0,401,Hard Rock
Sepultura-Arise,1,1,1,54,0.018518518518518517,0,401,Thrash Metal
Shai-Hulud-That-Within-Blood-Ill-Tempered,0,0,NaN,23,0,0,401,Hardcore
Sigh-Imaginary-Sonicscape,0,0,NaN,301,0,0,401,Black Metal
SikTh-The-Trees-Are-Dead-and-Dried-Out-,1,1,1,702,0.0014245014245014246,0,401,Progressive Metal
Slayer-Decade-of-Aggression,0,0,NaN,23,0,0,401,Thrash Metal
Slayer-Haunting-the-Chapel,1,1,1,83,0.012048192771084338,0,401,Thrash Metal
Soundgarden-Badmotorfinger,0,0,NaN,36,0,0,401,Grunge
Steve-Vai-Passion-and-Warfare,0,0,NaN,47,0,0,401,Rock
Stratovarius-Visions,0,0,NaN,33,0,0,401,Power Metal
Suicidal-Tendencies-How-Will-I-Laugh-Tomorrow-If-I-Cant-Even-Smile-Today,1,1,1,50,0.02,0,401,Hardcore
Suicidal-Tendencies-Lights...Camera...Revolution,0,0,NaN,48,0,0,401,Hardcore
Suicidal-Tendencies-Suicidal-Tendencies,0,0,NaN,111,0,0,401,Hardcore
Taake-Hordalands-Doedskvad,0,0,NaN,144,0,0,401,Black Metal
The-Chariot-One-Wing,0,0,NaN,1070,0,0,401,Hardcore
The-Dillinger-Escape-Plan-Calculating-Infinity,0,0,NaN,39,0,0,401,Metalcore
The-Dillinger-Escape-Plan-Irony-Is-a-Dead-Scene,0,0,NaN,519,0,0,401,Metalcore
The-Ocean-Pelagial,1,1,1,424,0.0023584905660377358,0,401,Post Metal
The-Pax-Cecilia-Blessed-Are-The-Bonds,0,0,NaN,403,0,0,401,Post Metal
Thin-Lizzy-Jailbreak,0,0,NaN,150,0,0,401,Hard Rock
Uneven-Structure-Februus,1,1,1,391,0.0025575447570332483,0,401,Progressive Metal
Voivod-Dimension-Hatross,1,1,1,298,0.003355704697986577,0,401,Thrash Metal
We-Lost-the-Sea-Departure-Songs,0,0,NaN,289,0,0,401,Post Rock
X-Japan-Blue-Blood,1,1,1,39,0.02564102564102564,0,401,Progressive Metal
Yngwie-Malmsteen-Rising-Force,0,0,NaN,39,0,0,401,Metal
